timestamp,preference,outbound,return,trip_days,airline,duration,stops,price_aud,source,jetstar_link,alert
2026-07-08T22:57:38Z,2nd preference,2027-04-16,2027-05-01,15,Jetstar Airways,10h 5m,0,603.00,"google, kiwi, cached",https://www.jetstar.com/au/en/flights?origin=ADL&destination=DPS&departure-date=160427&return-date=010527&adult=1&child=0&infant=0&trip-type=R&cabin-class=E,
2026-07-09T23:04:18Z,1st preference,2027-04-18,2027-05-02,14,Jetstar Airways,10h 5m,0,480.00,"google, kiwi, cached",https://www.jetstar.com/au/en/flights?origin=ADL&destination=DPS&departure-date=180427&return-date=020527&adult=1&child=0&infant=0&trip-type=R&cabin-class=E,YES
2026-07-09T23:04:18Z,2nd preference,2027-04-16,2027-05-01,15,Jetstar Airways,10h 5m,0,603.00,"google, kiwi, cached",https://www.jetstar.com/au/en/flights?origin=ADL&destination=DPS&departure-date=160427&return-date=010527&adult=1&child=0&infant=0&trip-type=R&cabin-class=E,
2026-07-10T22:54:15Z,1st preference,2027-04-18,2027-05-02,14,Jetstar Airways,10h 5m,0,480.00,"google, kiwi, cached",https://www.jetstar.com/au/en/flights?origin=ADL&destination=DPS&departure-date=180427&return-date=020527&adult=1&child=0&infant=0&trip-type=R&cabin-class=E,YES
2026-07-10T22:54:15Z,2nd preference,2027-04-16,2027-05-01,15,Jetstar Airways,10h 5m,0,603.00,"google, kiwi, cached",https://www.jetstar.com/au/en/flights?origin=ADL&destination=DPS&departure-date=160427&return-date=010527&adult=1&child=0&infant=0&trip-type=R&cabin-class=E,
2026-07-11T22:39:52Z,1st preference,2027-04-18,2027-05-02,14,Jetstar,5h 25m,0,480.00,"google, cached",https://www.jetstar.com/au/en/flights?origin=ADL&destination=DPS&departure-date=180427&return-date=020527&adult=1&child=0&infant=0&trip-type=R&cabin-class=E,YES
2026-07-11T22:39:52Z,2nd preference,2027-04-16,2027-05-01,15,Jetstar,5h 25m,0,603.00,"google, cached",https://www.jetstar.com/au/en/flights?origin=ADL&destination=DPS&departure-date=160427&return-date=010527&adult=1&child=0&infant=0&trip-type=R&cabin-class=E,
2026-07-12T22:39:28Z,1st preference,2027-04-18,2027-05-02,14,Jetstar Airways,10h 5m,0,480.00,"google, kiwi, cached",https://www.jetstar.com/au/en/flights?origin=ADL&destination=DPS&departure-date=180427&return-date=020527&adult=1&child=0&infant=0&trip-type=R&cabin-class=E,YES
2026-07-12T22:39:28Z,2nd preference,2027-04-16,2027-05-01,15,Jetstar Airways,10h 5m,0,754.00,"kiwi, cached",https://www.jetstar.com/au/en/flights?origin=ADL&destination=DPS&departure-date=160427&return-date=010527&adult=1&child=0&infant=0&trip-type=R&cabin-class=E,
2026-07-13T22:48:58Z,1st preference,2027-04-18,2027-05-02,14,Jetstar Airways,10h 5m,0,480.00,"google, kiwi, cached",https://www.jetstar.com/au/en/flights?origin=ADL&destination=DPS&departure-date=180427&return-date=020527&adult=1&child=0&infant=0&trip-type=R&cabin-class=E,YES
2026-07-13T22:48:58Z,2nd preference,2027-04-16,2027-05-01,15,Jetstar Airways,10h 5m,0,603.00,"google, kiwi, cached",https://www.jetstar.com/au/en/flights?origin=ADL&destination=DPS&departure-date=160427&return-date=010527&adult=1&child=0&infant=0&trip-type=R&cabin-class=E,
2026-07-14T22:51:02Z,1st preference,2027-04-18,2027-05-02,14,Jetstar,5h 25m,0,480.00,"google, cached",https://www.jetstar.com/au/en/flights?origin=ADL&destination=DPS&departure-date=180427&return-date=020527&adult=1&child=0&infant=0&trip-type=R&cabin-class=E,YES
2026-07-14T22:51:02Z,2nd preference,2027-04-16,2027-05-01,15,Jetstar,5h 25m,0,603.00,"google, cached",https://www.jetstar.com/au/en/flights?origin=ADL&destination=DPS&departure-date=160427&return-date=010527&adult=1&child=0&infant=0&trip-type=R&cabin-class=E,
2026-07-15T22:52:15Z,1st preference,2027-04-18,2027-05-02,14,Jetstar,5h 25m,0,480.00,"google, cached",https://www.jetstar.com/au/en/flights?origin=ADL&destination=DPS&departure-date=180427&return-date=020527&adult=1&child=0&infant=0&trip-type=R&cabin-class=E,YES
2026-07-15T22:52:15Z,2nd preference,2027-04-16,2027-05-01,15,Jetstar Airways,26h 10m,0,603.00,"google, kiwi, cached",https://www.jetstar.com/au/en/flights?origin=ADL&destination=DPS&departure-date=160427&return-date=010527&adult=1&child=0&infant=0&trip-type=R&cabin-class=E,
2026-07-16T22:51:09Z,1st preference,2027-04-18,2027-05-02,14,Jetstar Airways,10h 5m,0,480.00,"google, kiwi, cached",https://www.jetstar.com/au/en/flights?origin=ADL&destination=DPS&departure-date=180427&return-date=020527&adult=1&child=0&infant=0&trip-type=R&cabin-class=E,YES
2026-07-16T22:51:09Z,2nd preference,2027-04-16,2027-05-01,15,Jetstar Airways,10h 5m,0,603.00,"google, kiwi, cached",https://www.jetstar.com/au/en/flights?origin=ADL&destination=DPS&departure-date=160427&return-date=010527&adult=1&child=0&infant=0&trip-type=R&cabin-class=E,
2026-07-17T22:41:05Z,1st preference,2027-04-18,2027-05-02,14,Jetstar Airways,10h 5m,0,480.00,"google, kiwi, cached",https://www.jetstar.com/au/en/flights?origin=ADL&destination=DPS&departure-date=180427&return-date=020527&adult=1&child=0&infant=0&trip-type=R&cabin-class=E,YES
2026-07-17T22:41:05Z,2nd preference,2027-04-16,2027-05-01,15,Jetstar Airways,10h 5m,0,603.00,"google, kiwi, cached",https://www.jetstar.com/au/en/flights?origin=ADL&destination=DPS&departure-date=160427&return-date=010527&adult=1&child=0&infant=0&trip-type=R&cabin-class=E,
2026-07-18T22:41:04Z,1st preference,2027-04-18,2027-05-02,14,Jetstar,5h 25m,0,480.00,"google, cached",https://www.jetstar.com/au/en/flights?origin=ADL&destination=DPS&departure-date=180427&return-date=020527&adult=1&child=0&infant=0&trip-type=R&cabin-class=E,YES
2026-07-18T22:41:04Z,2nd preference,2027-04-16,2027-05-01,15,Jetstar,5h 25m,0,603.00,"google, cached",https://www.jetstar.com/au/en/flights?origin=ADL&destination=DPS&departure-date=160427&return-date=010527&adult=1&child=0&infant=0&trip-type=R&cabin-class=E,
2026-07-19T22:43:05Z,2nd preference,2027-04-16,2027-05-01,15,Jetstar,5h 25m,0,603.00,"google, cached",https://www.jetstar.com/au/en/flights?origin=ADL&destination=DPS&departure-date=160427&return-date=010527&adult=1&child=0&infant=0&trip-type=R&cabin-class=E,
2026-07-20T22:51:27Z,1st preference,2027-04-18,2027-05-02,14,Jetstar Airways,10h 5m,0,480.00,"google, kiwi, cached",https://www.jetstar.com/au/en/flights?origin=ADL&destination=DPS&departure-date=180427&return-date=020527&adult=1&child=0&infant=0&trip-type=R&cabin-class=E,YES
2026-07-20T22:51:27Z,2nd preference,2027-04-16,2027-05-01,15,Jetstar Airways,10h 5m,0,603.00,"google, kiwi, cached",https://www.jetstar.com/au/en/flights?origin=ADL&destination=DPS&departure-date=160427&return-date=010527&adult=1&child=0&infant=0&trip-type=R&cabin-class=E,
2026-07-21T22:46:57Z,1st preference,2027-04-18,2027-05-02,14,Jetstar Airways,10h 5m,0,480.00,"google, kiwi, cached",https://www.jetstar.com/au/en/flights?origin=ADL&destination=DPS&departure-date=180427&return-date=020527&adult=1&child=0&infant=0&trip-type=R&cabin-class=E,YES
2026-07-21T22:46:57Z,2nd preference,2027-04-16,2027-05-01,15,Jetstar Airways,10h 5m,0,481.00,"kiwi, cached",https://www.jetstar.com/au/en/flights?origin=ADL&destination=DPS&departure-date=160427&return-date=010527&adult=1&child=0&infant=0&trip-type=R&cabin-class=E,YES
2026-07-22T22:55:25Z,1st preference,2027-04-18,2027-05-02,14,Jetstar Airways,10h 5m,0,480.00,"google, kiwi, cached",https://www.jetstar.com/au/en/flights?origin=ADL&destination=DPS&departure-date=180427&return-date=020527&adult=1&child=0&infant=0&trip-type=R&cabin-class=E,YES
2026-07-22T22:55:25Z,2nd preference,2027-04-16,2027-05-01,15,Jetstar Airways,10h 5m,0,481.00,"google, kiwi, cached",https://www.jetstar.com/au/en/flights?origin=ADL&destination=DPS&departure-date=160427&return-date=010527&adult=1&child=0&infant=0&trip-type=R&cabin-class=E,YES
2026-07-23T22:48:56Z,1st preference,2027-04-18,2027-05-02,14,Jetstar Airways,10h 5m,0,481.00,"kiwi, cached",https://www.jetstar.com/au/en/flights?origin=ADL&destination=DPS&departure-date=180427&return-date=020527&adult=1&child=0&infant=0&trip-type=R&cabin-class=E,YES
2026-07-23T22:48:56Z,2nd preference,2027-04-16,2027-05-01,15,Jetstar Airways,10h 5m,0,481.00,"kiwi, cached",https://www.jetstar.com/au/en/flights?origin=ADL&destination=DPS&departure-date=160427&return-date=010527&adult=1&child=0&infant=0&trip-type=R&cabin-class=E,YES
2026-07-24T22:55:14Z,1st preference,2027-04-18,2027-05-02,14,Jetstar Airways,10h 5m,0,480.00,"google, kiwi, cached",https://www.jetstar.com/au/en/flights?origin=ADL&destination=DPS&departure-date=180427&return-date=020527&adult=1&child=0&infant=0&trip-type=R&cabin-class=E,YES
2026-07-24T22:55:14Z,2nd preference,2027-04-16,2027-05-01,15,Jetstar Airways,10h 5m,0,572.00,"google, kiwi, cached",https://www.jetstar.com/au/en/flights?origin=ADL&destination=DPS&departure-date=160427&return-date=010527&adult=1&child=0&infant=0&trip-type=R&cabin-class=E,
2026-07-25T22:45:30Z,1st preference,2027-04-18,2027-05-02,14,Jetstar Airways,10h 5m,0,480.00,"google, kiwi, cached",https://www.jetstar.com/au/en/flights?origin=ADL&destination=DPS&departure-date=180427&return-date=020527&adult=1&child=0&infant=0&trip-type=R&cabin-class=E,YES
2026-07-25T22:45:30Z,2nd preference,2027-04-16,2027-05-01,15,Jetstar Airways,10h 5m,0,633.00,"google, kiwi, cached",https://www.jetstar.com/au/en/flights?origin=ADL&destination=DPS&departure-date=160427&return-date=010527&adult=1&child=0&infant=0&trip-type=R&cabin-class=E,
2026-07-26T22:52:55Z,1st preference,2027-04-18,2027-05-02,14,Jetstar Airways,10h 5m,0,646.00,"kiwi, cached",https://www.jetstar.com/au/en/flights?origin=ADL&destination=DPS&departure-date=180427&return-date=020527&adult=1&child=0&infant=0&trip-type=R&cabin-class=E,
2026-07-26T22:52:55Z,2nd preference,2027-04-16,2027-05-01,15,Virgin Australia Airlines,21h,1,729.00,kiwi,https://www.jetstar.com/au/en/flights?origin=ADL&destination=DPS&departure-date=160427&return-date=010527&adult=1&child=0&infant=0&trip-type=R&cabin-class=E,
2026-07-27T22:54:14Z,1st preference,2027-04-18,2027-05-02,14,Jetstar Airways,10h 5m,0,480.00,"google, kiwi, cached",https://www.jetstar.com/au/en/flights?origin=ADL&destination=DPS&departure-date=180427&return-date=020527&adult=1&child=0&infant=0&trip-type=R&cabin-class=E,YES
2026-07-27T22:54:14Z,2nd preference,2027-04-16,2027-05-01,15,Jetstar Airways,10h 5m,0,633.00,"google, kiwi, cached",https://www.jetstar.com/au/en/flights?origin=ADL&destination=DPS&departure-date=160427&return-date=010527&adult=1&child=0&infant=0&trip-type=R&cabin-class=E,
2026-07-28T22:53:03Z,1st preference,2027-04-18,2027-05-02,14,Jetstar Airways,10h 5m,0,480.00,"google, kiwi, cached",https://www.jetstar.com/au/en/flights?origin=ADL&destination=DPS&departure-date=180427&return-date=020527&adult=1&child=0&infant=0&trip-type=R&cabin-class=E,YES
2026-07-28T22:53:03Z,2nd preference,2027-04-16,2027-05-01,15,Jetstar Airways,10h 5m,0,633.00,"google, kiwi, cached",https://www.jetstar.com/au/en/flights?origin=ADL&destination=DPS&departure-date=160427&return-date=010527&adult=1&child=0&infant=0&trip-type=R&cabin-class=E,
2026-07-29T22:54:32Z,1st preference,2027-04-18,2027-05-02,14,Jetstar Airways,10h 5m,0,480.00,"google, kiwi, cached",https://www.jetstar.com/au/en/flights?origin=ADL&destination=DPS&departure-date=180427&return-date=020527&adult=1&child=0&infant=0&trip-type=R&cabin-class=E,YES
2026-07-29T22:54:32Z,2nd preference,2027-04-16,2027-05-01,15,Jetstar Airways,10h 5m,0,633.00,"google, kiwi, cached",https://www.jetstar.com/au/en/flights?origin=ADL&destination=DPS&departure-date=160427&return-date=010527&adult=1&child=0&infant=0&trip-type=R&cabin-class=E,
2026-07-30T22:57:46Z,1st preference,2027-04-18,2027-05-02,14,Jetstar Airways,10h 5m,0,480.00,"google, kiwi, cached",https://www.jetstar.com/au/en/flights?origin=ADL&destination=DPS&departure-date=180427&return-date=020527&adult=1&child=0&infant=0&trip-type=R&cabin-class=E,YES
2026-07-30T22:57:46Z,2nd preference,2027-04-16,2027-05-01,15,Jetstar Airways,10h 5m,0,633.00,"google, kiwi, cached",https://www.jetstar.com/au/en/flights?origin=ADL&destination=DPS&departure-date=160427&return-date=010527&adult=1&child=0&infant=0&trip-type=R&cabin-class=E,
2026-07-31T22:52:56Z,1st preference,2027-04-18,2027-05-02,14,Jetstar Airways,10h 5m,0,480.00,"google, kiwi, cached",https://www.jetstar.com/au/en/flights?origin=ADL&destination=DPS&departure-date=180427&return-date=020527&adult=1&child=0&infant=0&trip-type=R&cabin-class=E,YES
2026-07-31T22:52:56Z,2nd preference,2027-04-16,2027-05-01,15,Jetstar Airways,10h 5m,0,633.00,"google, kiwi, cached",https://www.jetstar.com/au/en/flights?origin=ADL&destination=DPS&departure-date=160427&return-date=010527&adult=1&child=0&infant=0&trip-type=R&cabin-class=E,
2026-08-01T22:46:19Z,1st preference,2027-04-18,2027-05-02,14,Jetstar Airways,10h 5m,0,480.00,"google, kiwi, cached",https://www.jetstar.com/au/en/flights?origin=ADL&destination=DPS&departure-date=180427&return-date=020527&adult=1&child=0&infant=0&trip-type=R&cabin-class=E,YES
2026-08-01T22:46:19Z,2nd preference,2027-04-16,2027-05-01,15,Jetstar Airways,10h 5m,0,633.00,"google, kiwi, cached",https://www.jetstar.com/au/en/flights?origin=ADL&destination=DPS&departure-date=160427&return-date=010527&adult=1&child=0&infant=0&trip-type=R&cabin-class=E,
2026-08-02T22:47:54Z,1st preference,2027-04-18,2027-05-02,14,Jetstar Airways,31h 20m,1,679.00,kiwi,https://www.jetstar.com/au/en/flights?origin=ADL&destination=DPS&departure-date=180427&return-date=020527&adult=1&child=0&infant=0&trip-type=R&cabin-class=E,
2026-08-02T22:47:54Z,2nd preference,2027-04-16,2027-05-01,15,Virgin Australia Airlines,27h 5m,1,613.00,"google, kiwi",https://www.jetstar.com/au/en/flights?origin=ADL&destination=DPS&departure-date=160427&return-date=010527&adult=1&child=0&infant=0&trip-type=R&cabin-class=E,
2026-08-03T22:54:14Z,1st preference,2027-04-18,2027-05-02,14,Jetstar Airways,10h 5m,0,480.00,"google, kiwi, cached",https://www.jetstar.com/au/en/flights?origin=ADL&destination=DPS&departure-date=180427&return-date=020527&adult=1&child=0&infant=0&trip-type=R&cabin-class=E,YES
2026-08-03T22:54:14Z,2nd preference,2027-04-16,2027-05-01,15,Jetstar Airways,10h 5m,0,633.00,"google, kiwi, cached",https://www.jetstar.com/au/en/flights?origin=ADL&destination=DPS&departure-date=160427&return-date=010527&adult=1&child=0&infant=0&trip-type=R&cabin-class=E,
2026-08-04T22:55:25Z,1st preference,2027-04-18,2027-05-02,14,Jetstar Airways,10h 5m,0,480.00,"google, kiwi, cached",https://www.jetstar.com/au/en/flights?origin=ADL&destination=DPS&departure-date=180427&return-date=020527&adult=1&child=0&infant=0&trip-type=R&cabin-class=E,YES
2026-08-04T22:55:25Z,2nd preference,2027-04-16,2027-05-01,15,Virgin Australia Airlines,27h 5m,1,614.00,"google, kiwi",https://www.jetstar.com/au/en/flights?origin=ADL&destination=DPS&departure-date=160427&return-date=010527&adult=1&child=0&infant=0&trip-type=R&cabin-class=E,
2026-08-05T22:50:46Z,1st preference,2027-04-18,2027-05-02,14,Jetstar Airways,10h 5m,0,640.00,"kiwi, cached",https://www.jetstar.com/au/en/flights?origin=ADL&destination=DPS&departure-date=180427&return-date=020527&adult=1&child=0&infant=0&trip-type=R&cabin-class=E,
2026-08-05T22:50:46Z,2nd preference,2027-04-16,2027-05-01,15,Virgin Australia Airlines,23h 20m,1,756.00,kiwi,https://www.jetstar.com/au/en/flights?origin=ADL&destination=DPS&departure-date=160427&return-date=010527&adult=1&child=0&infant=0&trip-type=R&cabin-class=E,
2026-08-07T01:27:55Z,1st preference,2027-04-18,2027-05-02,14,Jetstar Airways,10h 5m,0,511.00,"google, kiwi, cached",https://www.jetstar.com/au/en/flights?origin=ADL&destination=DPS&departure-date=180427&return-date=020527&adult=1&child=0&infant=0&trip-type=R&cabin-class=E,
2026-08-07T01:27:55Z,2nd preference,2027-04-16,2027-05-01,15,Jetstar Airways,10h 5m,0,633.00,"google, kiwi, cached",https://www.jetstar.com/au/en/flights?origin=ADL&destination=DPS&departure-date=160427&return-date=010527&adult=1&child=0&infant=0&trip-type=R&cabin-class=E,
2026-08-07T22:26:53Z,1st preference,2027-04-18,2027-05-02,14,Jetstar Airways,10h 5m,0,511.00,"google, kiwi, cached",https://www.jetstar.com/au/en/flights?origin=ADL&destination=DPS&departure-date=180427&return-date=020527&adult=1&child=0&infant=0&trip-type=R&cabin-class=E,
2026-08-07T22:26:53Z,2nd preference,2027-04-16,2027-05-01,15,Jetstar Airways,10h 5m,0,633.00,"google, kiwi, cached",https://www.jetstar.com/au/en/flights?origin=ADL&destination=DPS&departure-date=160427&return-date=010527&adult=1&child=0&infant=0&trip-type=R&cabin-class=E,
2026-08-08T22:20:18Z,1st preference,2027-04-18,2027-05-02,14,Jetstar Airways,10h 5m,0,511.00,"google, kiwi, cached",https://www.jetstar.com/au/en/flights?origin=ADL&destination=DPS&departure-date=180427&return-date=020527&adult=1&child=0&infant=0&trip-type=R&cabin-class=E,
2026-08-08T22:20:18Z,2nd preference,2027-04-16,2027-05-01,15,Jetstar Airways,16h 15m,0,633.00,"google, kiwi, cached",https://www.jetstar.com/au/en/flights?origin=ADL&destination=DPS&departure-date=160427&return-date=010527&adult=1&child=0&infant=0&trip-type=R&cabin-class=E,
2026-08-09T22:21:33Z,1st preference,2027-04-18,2027-05-02,14,Jetstar Airways,10h 5m,0,511.00,"google, kiwi, cached",https://www.jetstar.com/au/en/flights?origin=ADL&destination=DPS&departure-date=180427&return-date=020527&adult=1&child=0&infant=0&trip-type=R&cabin-class=E,
2026-08-09T22:21:33Z,2nd preference,2027-04-16,2027-05-01,15,Jetstar Airways,20h 5m,0,633.00,"google, kiwi, cached",https://www.jetstar.com/au/en/flights?origin=ADL&destination=DPS&departure-date=160427&return-date=010527&adult=1&child=0&infant=0&trip-type=R&cabin-class=E,
2026-08-10T22:28:26Z,1st preference,2027-04-18,2027-05-02,14,Virgin Australia Airlines,17h 40m,1,640.00,"google, kiwi",https://www.jetstar.com/au/en/flights?origin=ADL&destination=DPS&departure-date=180427&return-date=020527&adult=1&child=0&infant=0&trip-type=R&cabin-class=E,
2026-08-10T22:28:26Z,2nd preference,2027-04-16,2027-05-01,15,Jetstar Airways,16h 15m,0,850.00,"kiwi, cached",https://www.jetstar.com/au/en/flights?origin=ADL&destination=DPS&departure-date=160427&return-date=010527&adult=1&child=0&infant=0&trip-type=R&cabin-class=E,
2026-08-11T22:33:43Z,1st preference,2027-04-18,2027-05-02,14,Jetstar Airways,10h 5m,0,511.00,"google, kiwi, cached",https://www.jetstar.com/au/en/flights?origin=ADL&destination=DPS&departure-date=180427&return-date=020527&adult=1&child=0&infant=0&trip-type=R&cabin-class=E,
2026-08-11T22:33:43Z,2nd preference,2027-04-16,2027-05-01,15,Jetstar Airways,10h 5m,0,633.00,"google, kiwi, cached",https://www.jetstar.com/au/en/flights?origin=ADL&destination=DPS&departure-date=160427&return-date=010527&adult=1&child=0&infant=0&trip-type=R&cabin-class=E,
2026-08-12T22:31:50Z,1st preference,2027-04-18,2027-05-02,14,Jetstar Airways,10h 5m,0,511.00,"google, kiwi, cached",https://www.jetstar.com/au/en/flights?origin=ADL&destination=DPS&departure-date=180427&return-date=020527&adult=1&child=0&infant=0&trip-type=R&cabin-class=E,
2026-08-12T22:31:50Z,2nd preference,2027-04-16,2027-05-01,15,Jetstar Airways,10h 5m,0,633.00,"google, kiwi, cached",https://www.jetstar.com/au/en/flights?origin=ADL&destination=DPS&departure-date=160427&return-date=010527&adult=1&child=0&infant=0&trip-type=R&cabin-class=E,
2026-08-13T22:33:21Z,1st preference,2027-04-18,2027-05-02,14,Jetstar Airways,10h 5m,0,511.00,"google, kiwi, cached",https://www.jetstar.com/au/en/flights?origin=ADL&destination=DPS&departure-date=180427&return-date=020527&adult=1&child=0&infant=0&trip-type=R&cabin-class=E,
2026-08-13T22:33:21Z,2nd preference,2027-04-16,2027-05-01,15,Jetstar Airways,10h 5m,0,633.00,"google, kiwi, cached",https://www.jetstar.com/au/en/flights?origin=ADL&destination=DPS&departure-date=160427&return-date=010527&adult=1&child=0&infant=0&trip-type=R&cabin-class=E,
2026-08-14T22:14:24Z,1st preference,2027-04-18,2027-05-02,14,Jetstar Airways,10h 5m,0,572.00,"google, kiwi, cached",https://www.jetstar.com/au/en/flights?origin=ADL&destination=DPS&departure-date=180427&return-date=020527&adult=1&child=0&infant=0&trip-type=R&cabin-class=E,
2026-08-14T22:14:24Z,2nd preference,2027-04-16,2027-05-01,15,Jetstar Airways,10h 5m,0,684.00,"google, kiwi, cached",https://www.jetstar.com/au/en/flights?origin=ADL&destination=DPS&departure-date=160427&return-date=010527&adult=1&child=0&infant=0&trip-type=R&cabin-class=E,
2026-08-15T22:13:05Z,1st preference,2027-04-18,2027-05-02,14,Jetstar Airways,10h 5m,0,572.00,"google, kiwi, cached",https://www.jetstar.com/au/en/flights?origin=ADL&destination=DPS&departure-date=180427&return-date=020527&adult=1&child=0&infant=0&trip-type=R&cabin-class=E,
2026-08-15T22:13:05Z,2nd preference,2027-04-16,2027-05-01,15,Jetstar Airways,10h 5m,0,684.00,"google, kiwi, cached",https://www.jetstar.com/au/en/flights?origin=ADL&destination=DPS&departure-date=160427&return-date=010527&adult=1&child=0&infant=0&trip-type=R&cabin-class=E,
2026-08-16T22:12:42Z,1st preference,2027-04-18,2027-05-02,14,Jetstar Airways,10h 5m,0,572.00,"google, kiwi, cached",https://www.jetstar.com/au/en/flights?origin=ADL&destination=DPS&departure-date=180427&return-date=020527&adult=1&child=0&infant=0&trip-type=R&cabin-class=E,
2026-08-16T22:12:42Z,2nd preference,2027-04-16,2027-05-01,15,Jetstar Airways,10h 5m,0,684.00,"google, kiwi, cached",https://www.jetstar.com/au/en/flights?origin=ADL&destination=DPS&departure-date=160427&return-date=010527&adult=1&child=0&infant=0&trip-type=R&cabin-class=E,
2026-08-17T22:16:17Z,1st preference,2027-04-18,2027-05-02,14,Jetstar Airways,10h 5m,0,572.00,"google, kiwi, cached",https://www.jetstar.com/au/en/flights?origin=ADL&destination=DPS&departure-date=180427&return-date=020527&adult=1&child=0&infant=0&trip-type=R&cabin-class=E,
2026-08-17T22:16:17Z,2nd preference,2027-04-16,2027-05-01,15,Virgin Australia,12h 55m,1,647.00,google,https://www.jetstar.com/au/en/flights?origin=ADL&destination=DPS&departure-date=160427&return-date=010527&adult=1&child=0&infant=0&trip-type=R&cabin-class=E,
2026-08-18T22:14:18Z,1st preference,2027-04-18,2027-05-02,14,Jetstar Airways,10h 5m,0,572.00,"google, kiwi, cached",https://www.jetstar.com/au/en/flights?origin=ADL&destination=DPS&departure-date=180427&return-date=020527&adult=1&child=0&infant=0&trip-type=R&cabin-class=E,
2026-08-18T22:14:18Z,2nd preference,2027-04-16,2027-05-01,15,Virgin Australia Airlines,21h 55m,1,672.00,"google, kiwi",https://www.jetstar.com/au/en/flights?origin=ADL&destination=DPS&departure-date=160427&return-date=010527&adult=1&child=0&infant=0&trip-type=R&cabin-class=E,
2026-08-19T22:16:28Z,1st preference,2027-04-18,2027-05-02,14,Jetstar Airways,10h 5m,0,572.00,"google, kiwi, cached",https://www.jetstar.com/au/en/flights?origin=ADL&destination=DPS&departure-date=180427&return-date=020527&adult=1&child=0&infant=0&trip-type=R&cabin-class=E,
2026-08-19T22:16:28Z,2nd preference,2027-04-16,2027-05-01,15,Jetstar Airways,10h 5m,0,684.00,"google, kiwi, cached",https://www.jetstar.com/au/en/flights?origin=ADL&destination=DPS&departure-date=160427&return-date=010527&adult=1&child=0&infant=0&trip-type=R&cabin-class=E,
2026-08-20T22:18:20Z,1st preference,2027-04-18,2027-05-02,14,Virgin Australia Airlines,17h 40m,1,698.00,"kiwi, cached",https://www.jetstar.com/au/en/flights?origin=ADL&destination=DPS&departure-date=180427&return-date=020527&adult=1&child=0&infant=0&trip-type=R&cabin-class=E,
2026-08-20T22:18:20Z,2nd preference,2027-04-16,2027-05-01,15,Virgin Australia Airlines + Jetstar Airways,20h 30m,1,799.00,kiwi,https://www.jetstar.com/au/en/flights?origin=ADL&destination=DPS&departure-date=160427&return-date=010527&adult=1&child=0&infant=0&trip-type=R&cabin-class=E,
2026-08-21T22:15:24Z,1st preference,2027-04-18,2027-05-02,14,Jetstar Airways,24h 5m,0,572.00,"google, kiwi, cached",https://www.jetstar.com/au/en/flights?origin=ADL&destination=DPS&departure-date=180427&return-date=020527&adult=1&child=0&infant=0&trip-type=R&cabin-class=E,
2026-08-21T22:15:24Z,2nd preference,2027-04-16,2027-05-01,15,Jetstar Airways,10h 5m,0,684.00,"google, kiwi, cached",https://www.jetstar.com/au/en/flights?origin=ADL&destination=DPS&departure-date=160427&return-date=010527&adult=1&child=0&infant=0&trip-type=R&cabin-class=E,
2026-08-22T22:13:23Z,1st preference,2027-04-18,2027-05-02,14,Jetstar Airways,24h 5m,0,572.00,"google, kiwi, cached",https://www.jetstar.com/au/en/flights?origin=ADL&destination=DPS&departure-date=180427&return-date=020527&adult=1&child=0&infant=0&trip-type=R&cabin-class=E,
2026-08-22T22:13:23Z,2nd preference,2027-04-16,2027-05-01,15,Jetstar Airways,10h 5m,0,684.00,"google, kiwi, cached",https://www.jetstar.com/au/en/flights?origin=ADL&destination=DPS&departure-date=160427&return-date=010527&adult=1&child=0&infant=0&trip-type=R&cabin-class=E,
2026-08-23T22:13:27Z,1st preference,2027-04-18,2027-05-02,14,Jetstar Airways,10h 10m,0,572.00,"google, kiwi, cached",https://www.jetstar.com/au/en/flights?origin=ADL&destination=DPS&departure-date=180427&return-date=020527&adult=1&child=0&infant=0&trip-type=R&cabin-class=E,
2026-08-23T22:13:27Z,2nd preference,2027-04-16,2027-05-01,15,Jetstar Airways,10h 5m,0,684.00,"google, kiwi, cached",https://www.jetstar.com/au/en/flights?origin=ADL&destination=DPS&departure-date=160427&return-date=010527&adult=1&child=0&infant=0&trip-type=R&cabin-class=E,
